,Unnamed: 0.1,Unnamed: 0,DOI,rxn_type,temperature_degC,time_h,atmosphere,scale_mol,concentration_moll,stmat_1_smiles,SMILES,stmat_1_eq,reagent_1_smiles,reagent_1_eq,reagent_2_smiles,reagent_2_eq,reagent_3_smiles,reagent_3_eq,reagent_4_smiles,reagent_4_eq,catalyst_1_smiles,catalyst_1_eq,catalyst_2_smiles,catalyst_2_eq,ligand_1_smiles,ligand_1_eq,ligand_2_smiles,ligand_2_eq,additive_1_smiles,additive_1_eq,solvent_1_smiles,solvent_1_fraction,solvent_2_smiles,solvent_2_fraction,product_1_smiles,product_1_yield,product_1_yieldtype,product_2_smiles,product_2_yield,product_2_yieldtype,rxn_combo,rxn_ID,Reactant_SMILES,Product_SMILES,Yield (%),Selectivity (%)
0,0,0,10.1021/ja412563e,borylation,25,26,ar,0.00025,0.5,Cc1nc2ccccc2o1,Cc1nc2ccccc2o1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.0025,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.005,,,,,O1CCCC1,1,,,Cc1nc2cccc(B3OC(C)(C)C(C)(C)O3)c2o1,0.43,1H-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",0,Cc1nc2ccccc2o1,Bc1cccc2nc(C)oc12,43,
1,1,1,10.1021/ja412563e,borylation,25,22,ar,0.00025,0.5,Cc1nc2cc(Br)ccc2o1,Cc1nc2cc(Br)ccc2o1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,0.75,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.0025,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.005,,,,,O1CCCC1,1,,,Cc1nc2cc(Br)cc(B3OC(C)(C)C(C)(C)O3)c2o1,0.85,1H-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",1,Cc1nc2cc(Br)ccc2o1,Bc1cc(Br)cc2nc(C)oc12,85,
2,2,2,10.1021/ja412563e,borylation,80,48,ar,0.00025,0.5,Cc1nc2ccccc2[nH]1,Cc1nc2ccccc2[nH]1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.005,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.01,,,,,O1CCCC1,1,,,Cc1nc2ccc(B3OC(C)(C)C(C)(C)O3)cc2[nH]1,0.27,1H-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",2,Cc1nc2ccccc2[nH]1,Bc1ccc2nc(C)[nH]c2c1,27,
3,3,3,10.1021/ja412563e,borylation,80,19,ar,0.00025,0.5,Cc1cc2c(Cl)ccnc2[nH]1,Cc1cc2c(Cl)ccnc2[nH]1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.01,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.02,,,,,O1CCCC1,1,,,Cc1cc2c(Cl)c(B3OC(C)(C)C(C)(C)O3)cnc2[nH]1,0.27,1H-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",3,Cc1cc2c(Cl)ccnc2[nH]1,Bc1cnc2[nH]c(C)cc2c1Cl,27,
4,4,4,10.1021/ja0631652,borylation,60,2.5,n2,0.0005,0.166667,CCN(CC)C(=O)c1cc2ccccc2[nH]1,CCN(CC)C(=O)c1cc2ccccc2[nH]1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,CCCCCC,1,,,CCN(CC)C(=O)c1cc2cccc(B3OC(C)(C)C(C)(C)O3)c2[nH]1,0.9,Isolated,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",4,CCN(CC)C(=O)c1cc2ccccc2[nH]1,Bc1cccc2cc(C(=O)N(CC)CC)[nH]c12,90,
5,5,5,10.1021/ja0631652,borylation,60,18,n2,0.001,0.333333,CCOC(=O)c1c(C)[nH]c2ccccc12,CCOC(=O)c1c(C)[nH]c2ccccc12,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,CCCCCC,1,,,CCOC(=O)c1c(C)[nH]c2c(B3OC(C)(C)C(C)(C)O3)cccc12,0.64,Isolated,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",5,CCOC(=O)c1c(C)[nH]c2ccccc12,Bc1cccc2c(C(=O)OCC)c(C)[nH]c12,64,
6,6,6,10.1021/jacs.6b13346,borylation,50,24,n2,0.0005,0.5,CCOC(=O)c1cccc(F)c1,CCOC(=O)c1cccc(F)c1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,0.75,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.001,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.002,,,,,O1CCCC1,1,,,CCOC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,0.64,19F-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",6,CCOC(=O)c1cccc(F)c1,Bc1ccc(C(=O)OCC)cc1F,64,
7,7,7,10.1021/jacs.6b13346,borylation,50,24,n2,0.0005,0.5,Fc1cccc(C(F)(F)F)c1,Fc1cccc(C(F)(F)F)c1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,0.75,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.001,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.002,,,,,O1CCCC1,1,,,CC1(C)OB(c2ccc(C(F)(F)F)cc2F)OC1(C)C,0.99,19F-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",7,Fc1cccc(C(F)(F)F)c1,Bc1ccc(C(F)(F)F)cc1F,99,
8,8,8,10.1021/jacs.6b13346,borylation,50,24,n2,0.0005,0.5,CN(C)S(=O)(=O)c1cccc(F)c1,CN(C)S(=O)(=O)c1cccc(F)c1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,0.75,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.001,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.002,,,,,O1CCCC1,1,,,CN(C)S(=O)(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,0.99,19F-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",8,CN(C)S(=O)(=O)c1cccc(F)c1,Bc1ccc(S(=O)(=O)N(C)C)cc1F,99,
9,9,9,10.1021/jacs.6b13346,borylation,50,24,n2,0.00028,0.56,CCN(CC)C(=O)c1cccc(F)c1,CCN(CC)C(=O)c1cccc(F)c1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.025,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.05,,,,,O1CCCC1,1,,,CCN(CC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,0.94,19F-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",9,CCN(CC)C(=O)c1cccc(F)c1,Bc1ccc(C(=O)N(CC)CC)cc1F,94,
10,10,10,10.1021/jacs.6b13346,borylation,50,24,n2,0.0005,0.5,Fc1cccc(-c2ccccc2)c1,Fc1cccc(-c2ccccc2)c1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,0.75,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.001,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.002,,,,,O1CCCC1,1,,,CC1(C)OB(c2ccc(-c3ccccc3)cc2F)OC1(C)C,0.32,19F-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",10,Fc1cccc(-c2ccccc2)c1,Bc1ccc(-c2ccccc2)cc1F,32,
11,11,11,10.1021/jacs.6b13346,borylation,50,24,n2,0.0005,0.5,Fc1cccc(-c2ccc3ccccc3c2)c1,Fc1cccc(-c2ccc3ccccc3c2)c1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,0.75,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.001,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.002,,,,,O1CCCC1,1,,,CC1(C)OB(c2ccc(-c3ccc4ccccc4c3)cc2F)OC1(C)C,0.35,19F-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",11,Fc1cccc(-c2ccc3ccccc3c2)c1,Bc1ccc(-c2ccc3ccccc3c2)cc1F,35,
12,12,12,10.1021/jacs.6b13346,borylation,50,24,n2,0.0005,0.5,COC(=O)C(C)c1cccc(F)c1,COC(=O)C(C)c1cccc(F)c1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,0.75,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.001,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.002,,,,,O1CCCC1,1,,,COC(=O)C(C)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,0.87,19F-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",12,COC(=O)C(C)c1cccc(F)c1,Bc1ccc(C(C)C(=O)OC)cc1F,87,
13,13,13,10.1021/jacs.6b13346,borylation,50,24,n2,0.0005,0.5,COc1cccc(F)c1,COc1cccc(F)c1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,0.75,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.001,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.002,,,,,O1CCCC1,1,,,COc1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,0.93,19F-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",13,COc1cccc(F)c1,Bc1ccc(OC)cc1F,93,
14,14,14,10.1021/jacs.7b04490,borylation,80,12,n2,0.0002,0.2,CCOC(=O)c1ncccc1C,CCOC(=O)c1ncccc1C,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.035,,,,,O1CCCC1,1,,,CCOC(=O)c1ncc(B2OC(C)(C)C(C)(C)O2)cc1C,0.99,Isolated,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",14,CCOC(=O)c1ncccc1C,Bc1cnc(C(=O)OCC)c(C)c1,99,
15,15,15,10.1021/jacs.7b04490,borylation,80,12,n2,0.0002,0.2,CCOC(=O)c1ccc2c(ccn2C)c1,CCOC(=O)c1ccc2c(ccn2C)c1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.035,,,,,O1CCCC1,1,,,CCOC(=O)c1ccc2c(c1)cc(B1OC(C)(C)C(C)(C)O1)n2C,0.96,Isolated,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",15,CCOC(=O)c1ccc2c(ccn2C)c1,Bc1cc2cc(C(=O)OCC)ccc2n1C,96,
16,16,16,10.1021/jacs.7b04490,borylation,80,12,n2,0.0002,0.2,CCOC(=O)c1cccnc1C(=O)OCC,CCOC(=O)c1cccnc1C(=O)OCC,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.035,,,,,O1CCCC1,1,,,CCOC(=O)c1cc(B2OC(C)(C)C(C)(C)O2)cnc1C(=O)OCC,0.95,Isolated,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",16,CCOC(=O)c1cccnc1C(=O)OCC,Bc1cnc(C(=O)OCC)c(C(=O)OCC)c1,95,
17,17,17,10.1021/jacs.7b04490,borylation,80,12,n2,0.0002,0.2,CCOC(=O)c1cccc2cc[nH]c12,CCOC(=O)c1cccc2cc[nH]c12,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.035,,,,,O1CCCC1,1,,,CCOC(=O)c1cccc2cc(B3OC(C)(C)C(C)(C)O3)[nH]c12,0.91,Isolated,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",17,CCOC(=O)c1cccc2cc[nH]c12,Bc1cc2cccc(C(=O)OCC)c2[nH]1,91,
18,18,18,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1ccccc1,CCCCCCN(CCCCCC)C(=O)c1ccccc1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,0.75,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.0075,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.015,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1cccc(B2OC(C)(C)C(C)(C)O2)c1,0.44,1H-NMR,CCCCCCN(CCCCCC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,0.23,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",18,CCCCCCN(CCCCCC)C(=O)c1ccccc1,Bc1cccc(C(=O)N(CCCCCC)CCCCCC)c1,44,
19,19,19,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1ccccc1OC,CCCCCCN(CCCCCC)C(=O)c1ccccc1OC,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1cc(B2OC(C)(C)C(C)(C)O2)ccc1OC,0.13,1H-NMR,CCCCCCN(CCCCCC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1OC,0.27,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",19,CCCCCCN(CCCCCC)C(=O)c1ccccc1OC,Bc1ccc(OC)c(C(=O)N(CCCCCC)CCCCCC)c1,13,
