,Unnamed: 0.1,Unnamed: 0,DOI,rxn_type,temperature_degC,time_h,atmosphere,scale_mol,concentration_moll,stmat_1_smiles,SMILES,stmat_1_eq,reagent_1_smiles,reagent_1_eq,reagent_2_smiles,reagent_2_eq,reagent_3_smiles,reagent_3_eq,reagent_4_smiles,reagent_4_eq,catalyst_1_smiles,catalyst_1_eq,catalyst_2_smiles,catalyst_2_eq,ligand_1_smiles,ligand_1_eq,ligand_2_smiles,ligand_2_eq,additive_1_smiles,additive_1_eq,solvent_1_smiles,solvent_1_fraction,solvent_2_smiles,solvent_2_fraction,product_1_smiles,product_1_yield,product_1_yieldtype,product_2_smiles,product_2_yield,product_2_yieldtype,rxn_combo,rxn_ID,Reactant_SMILES,Product_SMILES,Yield (%),Selectivity (%)
20,20,20,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1ccccc1Br,CCCCCCN(CCCCCC)C(=O)c1ccccc1Br,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1cc(B2OC(C)(C)C(C)(C)O2)ccc1Br,0.31,1H-NMR,CCCCCCN(CCCCCC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1Br,0.66,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",20,CCCCCCN(CCCCCC)C(=O)c1ccccc1Br,Bc1ccc(Br)c(C(=O)N(CCCCCC)CCCCCC)c1,31,
21,21,21,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1ccccc1Cl,CCCCCCN(CCCCCC)C(=O)c1ccccc1Cl,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1cc(B2OC(C)(C)C(C)(C)O2)ccc1Cl,0.38,1H-NMR,CCCCCCN(CCCCCC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1Cl,0.61,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",21,CCCCCCN(CCCCCC)C(=O)c1ccccc1Cl,Bc1ccc(Cl)c(C(=O)N(CCCCCC)CCCCCC)c1,38,
22,22,22,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1ccccc1C(F)(F)F,CCCCCCN(CCCCCC)C(=O)c1ccccc1C(F)(F)F,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1cc(B2OC(C)(C)C(C)(C)O2)ccc1C(F)(F)F,0.46,1H-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",22,CCCCCCN(CCCCCC)C(=O)c1ccccc1C(F)(F)F,Bc1ccc(C(F)(F)F)c(C(=O)N(CCCCCC)CCCCCC)c1,46,
23,23,23,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1ccccc1OC(F)(F)F,CCCCCCN(CCCCCC)C(=O)c1ccccc1OC(F)(F)F,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1cc(B2OC(C)(C)C(C)(C)O2)ccc1OC(F)(F)F,0.2,1H-NMR,CCCCCCN(CCCCCC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1OC(F)(F)F,0.79,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",23,CCCCCCN(CCCCCC)C(=O)c1ccccc1OC(F)(F)F,Bc1ccc(OC(F)(F)F)c(C(=O)N(CCCCCC)CCCCCC)c1,20,
24,24,24,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1ccccc1C(=O)OC,CCCCCCN(CCCCCC)C(=O)c1ccccc1C(=O)OC,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1cc(B2OC(C)(C)C(C)(C)O2)ccc1C(=O)OC,0.67,1H-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",24,CCCCCCN(CCCCCC)C(=O)c1ccccc1C(=O)OC,Bc1ccc(C(=O)OC)c(C(=O)N(CCCCCC)CCCCCC)c1,67,
25,25,25,10.1038/nchem.2322,borylation,35,24,ar,0.00025,0.166667,CN1Cc2ccccc2C1=O,CN1Cc2ccccc2C1=O,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CN1Cc2ccc(B3OC(C)(C)C(C)(C)O3)cc2C1=O,0.28,1H-NMR,CN1Cc2cc(B3OC(C)(C)C(C)(C)O3)ccc2C1=O,0.26,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",25,CN1Cc2ccccc2C1=O,Bc1ccc2c(c1)C(=O)N(C)C2,28,
26,26,26,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CN(C)C(=O)c1ccccc1,CN(C)C(=O)c1ccccc1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CN(C)C(=O)c1cccc(B2OC(C)(C)C(C)(C)O2)c1,0.29,1H-NMR,CN(C)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,0.2,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",26,CN(C)C(=O)c1ccccc1,Bc1cccc(C(=O)N(C)C)c1,29,
27,27,27,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,O=C(c1ccccc1)N1CCCCC1,O=C(c1ccccc1)N1CCCCC1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CC1(C)OB(c2cccc(C(=O)N3CCCCC3)c2)OC1(C)C,0.24,1H-NMR,CC1(C)OB(c2ccc(C(=O)N3CCCCC3)cc2)OC1(C)C,0.16,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",27,O=C(c1ccccc1)N1CCCCC1,Bc1cccc(C(=O)N2CCCCC2)c1,24,
28,28,28,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,O=C(c1ccccc1Br)N1CCOCC1,O=C(c1ccccc1Br)N1CCOCC1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CC1(C)OB(c2ccc(Br)c(C(=O)N3CCOCC3)c2)OC1(C)C,0.02,1H-NMR,CC1(C)OB(c2ccc(C(=O)N3CCOCC3)c(Br)c2)OC1(C)C,0.03,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",28,O=C(c1ccccc1Br)N1CCOCC1,Bc1ccc(Br)c(C(=O)N2CCOCC2)c1,2,
29,29,29,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,O=C(c1ccccc1)N1CCCCCC1,O=C(c1ccccc1)N1CCCCCC1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CC1(C)OB(c2cccc(C(=O)N3CCCCCC3)c2)OC1(C)C,0.31,1H-NMR,CC1(C)OB(c2ccc(C(=O)N3CCCCCC3)cc2)OC1(C)C,0.14,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",29,O=C(c1ccccc1)N1CCCCCC1,Bc1cccc(C(=O)N2CCCCCC2)c1,31,
30,30,30,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1cccc(F)c1,CCCCCCN(CCCCCC)C(=O)c1cccc(F)c1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1cc(F)cc(B2OC(C)(C)C(C)(C)O2)c1,0.5,1H-NMR,CCCCCCN(CCCCCC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,0.5,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",30,CCCCCCN(CCCCCC)C(=O)c1cccc(F)c1,Bc1cc(F)cc(C(=O)N(CCCCCC)CCCCCC)c1,50,
31,31,31,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1cccc(Br)c1,CCCCCCN(CCCCCC)C(=O)c1cccc(Br)c1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,0.99,1H-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",31,CCCCCCN(CCCCCC)C(=O)c1cccc(Br)c1,Bc1cc(Br)cc(C(=O)N(CCCCCC)CCCCCC)c1,99,
32,32,32,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1cccc(-c2ccccc2)c1,CCCCCCN(CCCCCC)C(=O)c1cccc(-c2ccccc2)c1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1cc(B2OC(C)(C)C(C)(C)O2)cc(-c2ccccc2)c1,0.99,1H-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",32,CCCCCCN(CCCCCC)C(=O)c1cccc(-c2ccccc2)c1,Bc1cc(C(=O)N(CCCCCC)CCCCCC)cc(-c2ccccc2)c1,99,
33,33,33,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1cccc(C#N)c1,CCCCCCN(CCCCCC)C(=O)c1cccc(C#N)c1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1cc(C#N)cc(B2OC(C)(C)C(C)(C)O2)c1,0.69,1H-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",33,CCCCCCN(CCCCCC)C(=O)c1cccc(C#N)c1,Bc1cc(C#N)cc(C(=O)N(CCCCCC)CCCCCC)c1,69,
34,34,34,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1cccc(Cl)c1Cl,CCCCCCN(CCCCCC)C(=O)c1cccc(Cl)c1Cl,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1cc(B2OC(C)(C)C(C)(C)O2)cc(Cl)c1Cl,0.99,1H-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",34,CCCCCCN(CCCCCC)C(=O)c1cccc(Cl)c1Cl,Bc1cc(Cl)c(Cl)c(C(=O)N(CCCCCC)CCCCCC)c1,99,
35,35,35,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1cccc(C(F)(F)F)c1F,CCCCCCN(CCCCCC)C(=O)c1cccc(C(F)(F)F)c1F,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1cc(B2OC(C)(C)C(C)(C)O2)cc(C(F)(F)F)c1F,0.99,1H-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",35,CCCCCCN(CCCCCC)C(=O)c1cccc(C(F)(F)F)c1F,Bc1cc(C(=O)N(CCCCCC)CCCCCC)c(F)c(C(F)(F)F)c1,99,
36,36,36,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1cccs1,CCCCCCN(CCCCCC)C(=O)c1cccs1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)s1,0.9,1H-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",36,CCCCCCN(CCCCCC)C(=O)c1cccs1,Bc1ccc(C(=O)N(CCCCCC)CCCCCC)s1,90,
37,37,37,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1ccc[nH]1,CCCCCCN(CCCCCC)C(=O)c1ccc[nH]1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)[nH]1,0.96,1H-NMR,,,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",37,CCCCCCN(CCCCCC)C(=O)c1ccc[nH]1,Bc1ccc(C(=O)N(CCCCCC)CCCCCC)[nH]1,96,
38,38,38,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1cccn1C,CCCCCCN(CCCCCC)C(=O)c1cccn1C,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)n1C,0.66,1H-NMR,CCCCCCN(CCCCCC)C(=O)c1cc(B2OC(C)(C)C(C)(C)O2)cn1C,0.29,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",38,CCCCCCN(CCCCCC)C(=O)c1cccn1C,Bc1ccc(C(=O)N(CCCCCC)CCCCCC)n1C,66,
